Shop,Location,Open Since,Contact
"<a href=""http://heimatliebe-unverpackt.de"" target=""_blank"">Heimatliebe Unverpackt

<img src=""https://www.bepakt.com/images/logo_heimatliebeunverpackt_1000.png"" height=70 width=70></a>","<img src=""https://www.bepakt.com/images/flags/germany.gif"" style=""width:20px; padding-right:2px;""> <b>Germany</b>

<a href=""https://www.google.com/maps/place/Heimatliebe+unverpackt/@47.7210642,9.3864299,17z/data=!4m13!1m7!3m6!1s0x479a55a6d23d7d95:0xa8e7b996d62c2986!2sHauptstraße+3,+88677+Markdorf,+Duitsland!3b1!8m2!3d47.7210606!4d9.3886239!3m4!1s0x479a55a6cd9b8ec3:0x16298248d900d730!8m2!3d47.7210343!4d9.388308""  target=""_blank""><img src=""https://www.bepakt.com/images/icon_googlemaps_300.png"" width=15 height=15></a> Markdorf
<i>Hauptstraße 3-5</i>
",24-Sep-2016,"<a href=""http://www.heimatliebe-unverpackt.de"">www.heimatliebe-unverpackt.de</a>
<a href=""mailto:keller-tannenhof@gmx.de"">keller-tannenhof@gmx.de</a>
+49 7544 9571421

<a href=""http://www.facebook.com/Heimatliebeunverpackt"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_facebook_300.png"" width=15 height=15></a>"
"<a href=""https://www.gustosfuso.it"" target=""_blank"">Gusto Sfuso

<img src=""https://bepakt.com/images/logo_gusto_sfuso.png"" height=80 width=80></a>","<img src=""https://www.bepakt.com/images/flags/italy.gif"" style=""width:20px; padding-right:2px;""> <b>Italy</b>

<a href=""https://www.google.com/maps/place/Gusto+Sfuso+di+Luigi+Pirone/@40.8624919,14.2177793,17z/data=!3m1!4b1!4m5!3m4!1s0x133b08968e27570f:0x153fe8abd8422065!8m2!3d40.8624879!4d14.2199733?dcr=0"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_googlemaps_300.png"" width=15 height=15 ></a> Napoli [80131]
<i>Via Giovanni Miranda, 17/19</i>",(?)-Oct-2016 ?,"<a href=""https://www.gustosfuso.it"" target=""_blank"">www.gustosfuso.it</a> 
<a href=""mailto:gustosfuso@gmail.com"">gustosfuso@gmail.com</a>
+39 339 131 4717

<a href=""https://www.facebook.com/gustosfusonapoli/"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_facebook_300.png"" width=15 height=15></a>  <a href=""https://www.instagram.com/gustosfuso/?hl=it"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_instagram_300.png"" width=15 height=15></a>"
"<a href=""http://www.ecosjop.nl"" target=""_blank"">Ecosjop

<img src=""https://www.bepakt.com/images/logo_ecosjop_1000.png"" height=70 width=70></a>","<img src=""https://www.bepakt.com/images/flags/netherlands.gif"" width=19 height=10 style=""width:20px; padding-right:2px;""> <b>Netherlands</b>

<a href=""https://www.google.com/maps/place/Van+Calcarstraat+4,+7415+CK+Deventer/@52.2624833,6.1661036,17z/data=!3m1!4b1!4m5!3m4!1s0x47c7ea4730f20087:0xe35e1359702d8b2d!8m2!3d52.2624833!4d6.1682923"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_googlemaps_300.png"" width=15 height=15></a> Deventer [7417WM]
<i>Spuipad 1 (Buurthuis)</i>",1-Oct-2016,"<a href=""http://www.ecosjop.nl"" target=""_blank"">www.ecosjop.nl</a>

<a href=""http://www.facebook.com/ecosjop"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_facebook_300.png"" width=15 height=15></a>"
"<a href=""https://www.lacaisseasavon.com"" target=""_blank"">La Caisse à Savon

<img src=""https://www.bepakt.com/images/logo_la_caisse.png"" height=70 width=70></a>


","<img src=""https://www.bepakt.com/images/flags/belgium.gif"" style=""width:20px; padding-right:2px;""> <b>Belgium</b>

Hainaut [7800]
<i>Rue Haute 9</i>",1-Oct-2016,"<a href=""https://www.lacaisseasavon.com"" target=""_blank"">www.lacaisseasavon.com</a>
info.lacaisseasavon@gmail.com"
"<a href=""https://www.facebook.com/pg/courtcircuit.mouscron"" target=""_blank"">Court-circuit Mouscron

<img src=""https://www.bepakt.com/images/logo_court_circuit_mouscron.png"" height=70 width=70></a>
","<img src=""https://www.bepakt.com/images/flags/belgium.gif"" style=""width:20px; padding-right:2px;""> <b>Belgium</b>

Mouscron (Moeskroen) [7700]
<i>21b Rue des Brasseurs</i>",1-Oct-2016,+32 56 48 01 78
"<a href=""http://www.selfair.de"" target=""_blank"">Selfair

<img src=""https://www.bepakt.com/images/logo_selfair_1000.png"" height=70 width=70></a>","<img src=""https://www.bepakt.com/images/flags/germany.gif"" style=""width:20px; padding-right:2px;""> <b>Germany</b>

<a href=""https://www.google.com/maps/place/Selfair/@53.0705458,8.8307702,17z/data=!3m1!4b1!4m5!3m4!1s0x47b127fb8758a2bf:0x7eb336d2879f7998!8m2!3d53.0705458!4d8.8329589?hl=en"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_googlemaps_300.png"" width=15 height=15></a> Bremen [28203]
<i>Vor dem Steintor 189</i>",5-Oct-2016,"<a href=""http://www.selfair.de"" target=""_blank"">www.selfair.de</a>
<a href=""mailto:info@selfair.de"">info@selfair.de</a>
+491 635 781 206

<a href=""http://www.facebook.com/selfairbremen"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_facebook_300.png"" width=15 height=15></a>"
"<a href=""http://vracetbocaux.ca"" target=""_blank"">Vrac & Bocaux

<img src=""https://www.bepakt.com/images/logo_vrac_et_bocaux_1000.png"" height=70 width=70></a>
","<img src=""https://www.bepakt.com/images/flags/canada.png"" style=""width:20px; padding-right:2px;""> <b>Canada</b>

<a href=""https://www.google.com/maps/place/Vrac+%26+Bocaux+-+Épicerie+Bio/@45.5390422,-73.6071088,17z/data=!4m5!3m4!1s0x4cc9196a22140001:0x883c31f4766f824a!8m2!3d45.5390497!4d-73.6049845""  target=""_blank""><img src=""https://www.bepakt.com/images/icon_googlemaps_300.png"" width=15 height=15></a> Montreal
[QC H2S 2G8]
<i>6698 Ave Christophe-Colomb</i>",7-Oct-2016,"<a href=""http://www.vracetbocaux.ca"" target=""_blank"">www.vracetbocaux.ca</a>
<a href=""mailto:info@vracetbocaux.ca"">info@vracetbocaux.ca</a>
+1 514-379-1007

<a href=""http://www.facebook.com/vracetbocauxepiceriebio"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_facebook_300.png"" width=15 height=15></a> <a href=""https://instagram.com/vracetbocaux/"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_instagram_300.png"" width=15 height=15></a>"
"<a href=""http://www.biocompany.de/"" target=""_blank"">BIO COMPANY

<img src=""https://www.bepakt.com/images/logo_bio_company_1000.png"" height=70 width=70></a>","<img src=""https://www.bepakt.com/images/flags/germany.gif"" style=""width:20px; padding-right:2px;""> <b>Germany</b>

<a href=""https://www.google.com/maps/place/BIO+COMPANY+Chausseestraße/@52.5302204,13.3818447,17z/data=!4m13!1m7!3m6!1s0x47a851ec8bd9cac3:0x95ac73be25ff4200!2sChausseestraße+19,+10115+Berlin,+Germany!3b1!8m2!3d52.5302204!4d13.3840334!3m4!1s0x47a851ec8a5eb865:0xf1c7efe9a390c227!8m2!3d52.5302204!4d13.3840334?hl=en"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_googlemaps_300.png"" width=15 height=15></a> Berlin [10115, Mitte]
<i>Chausseestraße 19</i>

<a href=""https://www.google.com/maps/place/Bio+Company/@52.5064015,13.558014,17z/data=!4m13!1m7!3m6!1s0x47a8496a4b3fa86f:0x722af3e6a56783f5!2sWeißenhöher+Str.+108,+12683+Berlin,+Duitsland!3b1!8m2!3d52.5064015!4d13.5602027!3m4!1s0x47a8496ba18912f7:0x316557a328c8b4b1!8m2!3d52.5069064!4d13.5598379"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_googlemaps_300.png"" width=15 height=15></a> Berlin [12683, Mitte]
<i>Weißenhöher Straße 108</i>

<a href=""https://www.google.com/maps/place/Bio+Company+Yorkstr./@52.49268,13.3695513,17z/data=!4m8!1m2!2m1!1sYorckstraße+35-42,+!3m4!1s0x47a85030a192e17b:0x4ef837be509f8ee3!8m2!3d52.4928796!4d13.3715459"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_googlemaps_300.png"" width=15 height=15></a> Berlin [10965, Mitte]
<i>Yorckstraße 35-42</i>","14-Oct-2016

","<a href=""http://www.biocompany.de/"" target=""_blank"">www.biocompany.de</a>"
"<a href=""https://www.atoutvrac.com"" target=""_blank"">Atout Vrac

<img src=""https://www.bepakt.com/images/logo_atout_vrac_1000.png"" height=70 width=70></a>
","<img src=""https://www.bepakt.com/images/flags/switzerland.gif"" style=""width:20px; padding-right:2px;""> <b>Switzerland</b>

<a href=""https://www.google.com/maps/place/Place+des+Grottes+1,+1201+Genève,+Zwitserland/@46.2099042,6.1377645,17z/data=!3m1!4b1!4m2!3m1!1s0x478c64d8f8c06bb5:0x7ca496ecac26ba52"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_googlemaps_300.png"" width=15 height=15></a> Fribourg / Freiburg [1700]
<i>Grand-Rue 10</i>",15-Oct-2016,"<a href=""www.wholefoodsmarket.com"" target=""_blank"">www.atoutvrac.com</a>
info.atout.vrac@gmail.com"
"<a href=""http://www.lesilo.net"" target=""_blank"">Le Silo

<img src=""https://www.bepakt.com/images/logo_le_silo_vrac_1000.png"" height=70 width=70></a>","<img src=""https://www.bepakt.com/images/flags/switzerland.gif"" style=""width:20px; padding-right:2px;""> <b>Switzerland</b>

<a href=""https://www.google.com/maps/place/Rue+de+la+Paix+65,+2300+La+Chaux-de-Fonds,+Switzerland/@47.1007857,6.8206039,17z/data=!3m1!4b1!4m5!3m4!1s0x478dfb3845b77915:0x9098f367cbb8b2b7!8m2!3d47.1007857!4d6.8227926?hl=en"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_googlemaps_300.png"" width=15 height=15></a> La Chaux-de-Fonds [2300]
<i>rue de la Paix 65</i>",15-Oct-2016,"<a href=""http://www.lesilo.net"" target=""_blank"">www.lesilo.net</a>
contact@lesilo.net"
"<a href=""http://www.raavarene.com"" target=""_blank"">Råvarene

<img src=""https://www.bepakt.com/images/logo_ravarene.png"" height=70 width=70></a>

","<img src=""https://www.bepakt.com/images/flags/norway.gif"" style=""width:20px; padding-right:2px;""> <b>Norway</b>

Bergen [5017]
<i>Skostredet 5</i>",22-Oct-2016,"<a href=""http://www.raavarene.com"" target=""_blank"">www.raavarene.com</a>
<a href=""mailto:info@raavarene.com"">info@raavarene.com</a>
+47 930 64 960"
"<a href=""https://www.facebook.com/LEntrePotLiege/"" target=""_blank"">L'Entre-Pot Liège

<img src=""https://bepakt.com/wp-content/uploads/2018/03/LEntre-Pot-Liège-e1522075781560.png"" height=70 width=70></a>
","<img src=""https://www.bepakt.com/images/flags/belgium.gif"" style=""width:20px; padding-right:2px;""> <b>Belgium</b>

<a href=""https://www.google.it/maps/place/L'Entre-Pot/@50.6465997,5.5736427,17z/data=!4m13!1m7!3m6!1s0x47c0fa0c446edf5f:0x534e3f63ec70ed29!2sRue+du+Palais+6,+4000+Liège,+Belgio!3b1!8m2!3d50.6465963!4d5.5758367!3m4!1s0x47c0fa0c446edf59:0xbc5cbcb679279542!8m2!3d50.6465963!4d5.5758367"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_googlemaps_300.png"" width=15 height=15></a> Liège [4000]
<i>Rue du Palais 6</i>",28-Oct-2016,"<a href=""mailto:lentrepot.liege@gmail.com"">lentrepot.liege@gmail.com</a>
+32 4 223 26 06

<a href=""https://www.facebook.com/LEntrePotLiege/"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_facebook_300.png"" width=15 height=15></a> <a href=""https://www.instagram.com/l_entre_pot/"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_instagram_300.png"" width=15 height=15></a>
"
"<a href=""https://www.facebook.com/unverpacktdarmstadt/"" target=""_blank"">Unverpackt Darmstadt

<img src=""https://www.bepakt.com/images/logo_unverpackt_darmstadt.png"" height=70 width=70></a>","<img src=""https://www.bepakt.com/images/flags/germany.gif"" style=""width:20px; padding-right:2px;""> <b>Germany</b>

Darmstadt",30-Oct-2016,"<a href=""https://www.facebook.com/unverpacktdarmstadt/"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_facebook_300.png"" width=15 height=15></a>"
"<a href=""http://unverpackt-jena.de/unverpackt-jena/"" target=""_blank"">Jeninchen

<img src=""https://www.bepakt.com/wp-content/uploads/2018/08/Jeninchen.png"" height=70 width=70></a>","<img src=""https://www.bepakt.com/images/flags/germany.gif"" style=""width:20px; padding-right:2px;""> <b>Germany</b>

<a href=""https://www.google.com/maps/place/Jeninchen+-+Cheerful+Unpacked+Shopping/@50.9348311,11.5864712,17z/data=!3m1!4b1!4m5!3m4!1s0x47a6a8a14043005d:0x4592e353ca415a7c!8m2!3d50.9348277!4d11.5886599"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_googlemaps_300.png"" width=15 height=15></a> Jena [07743]
<i>Sophienstraße 37-39</i>",(?)-Nov-2016 ?,"<a href=""http://unverpackt-jena.de/unverpackt-jena/"" target=""_blank"">www.unverpackt-jena.de</a>
<a href=""mailto:kontakt@jeninchen.de"">kontakt@jeninchen.de</a>
+49 177 6125009

<a href=""https://www.facebook.com/Jeninchen.Unverpackt.de/"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_facebook_300.png"" width=15 height=15></a> <a href=""https://www.instagram.com/jeninchen.unverpackt/?hl=en"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_instagram_300.png"" width=15 height=15></a> "
"<a href=""http://original-unverpackt.de"" target=""_blank"">TANTE OLGA

<img src=""https://www.bepakt.com/images/logo_tanteolga_1000.png"" height=70 width=70></a>","<img src=""https://www.bepakt.com/images/flags/germany.gif"" style=""width:20px; padding-right:2px;""> <b>Germany</b>

<a href=""https://www.google.com/maps/place/Tante+Olga/@53.6637145,6.236738,7z/data=!4m8!1m2!2m1!1stante+olga!3m4!1s0x47bf24ecb2c89fa7:0x42733f0a061e70d6!8m2!3d50.912!4d6.91859?hl=en"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_googlemaps_300.png"" width=15 height=15></a> Köln (Cologne) [50937]
<i>Berrenrather Str. 406</i>",5-Nov-2016,"<a href=""http://www.tante-olga.de"" target=""_blank"">www.tante-olga.de</a>
<a href=""mailto:hallo@tante-olga.de"">hallo@tante-olga.de</a>

<a href=""https://www.facebook.com/tanteolgakoeln"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_facebook_300.png"" width=15 height=15></a> <a href=""http://www.instagram.com/tanteolgakoeln"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_instagram_300.png"" width=15 height=15></a> <a href=""https://www.startnext.com/tanteolga"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_startnext_300.png"" width=15 height=15></a>"
"<a href=""http://www.gransdelaterra.com"" target=""_blank"">Grans de la Terra

<img src=""https://bepakt.com/wp-content/uploads/2018/04/grans-de-la-terra.png"" height=70 width=70></a>


","<img src=""https://www.bepakt.com/images/flags/spain.gif"" style=""width:20px; padding-right:2px;""> <b>Spain</b>

<a href=""https://www.google.com/maps?client=safari&rls=en&q=grans+de+la+terra&um=1&ie=UTF-8&sa=X&ved=0ahUKEwirx_qHkdPaAhVEzqQKHSvyBjcQ_AUICygC"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_googlemaps_300.png"" width=15 height=15></a> Barcelona [08015]
<i>Av. de Mistral, 62</i>",7-Nov-2016 (?),"<a href=""http://gransdelaterra.com"" target=""_blank"">www.http://gransdelaterra.com</a>
<a href=""mailto:info@gransdelaterra.com"">info@gransdelaterra.com</a>
 +34 936 11 61 86

<a href=""https://www.facebook.com/GransdelaTerra/"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_facebook_300.png"" width=15 height=15></a> <a href=""https://www.instagram.com/gransdelaterra/"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_instagram_300.png"" width=15 height=15></a> "
"<a href=""http://grammalmo.se"" target=""_blank"">Gram Malmö

<img src=""https://www.bepakt.com/images/logo_gram_malmo_1000.png"" height=70 width=70></a>","<img src=""https://www.bepakt.com/images/flags/sweden.png"" style=""width:20px; padding-right:2px;""> <b>Sweden</b>

<a href=""https://www.google.com/maps/place/Gram+Malmö/@55.6078971,12.9886659,17z/data=!3m1!4b1!4m5!3m4!1s0x4653a3ff64463eb1:0x4de1dcb216baf3c9!8m2!3d55.6078971!4d12.9908546""  target=""_blank""><img src=""https://www.bepakt.com/images/icon_googlemaps_300.png"" width=15 height=15></a> Malmö [211 18]
<i>Gibraltargatan 6</i>",11-Nov-2016,"<a href=""http://www.grammalmo.se"" target=""_blank"">www.grammalmo.se</a>
<a href=""mailto:info@grammalmo.se"">info@grammalmo.se</a>

<a href=""https://facebook.com/grammalmo"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_facebook_300.png"" width=15 height=15></a> <a href=""https://twitter.com/grammalmotweets"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_twitter_square_300.png"" width=15 height=15></a> <a href=""https://www.instagram.com/grammalmo/"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_instagram_300.png"" width=15 height=15></a> <a href=""https://se.pinterest.com/gram_malmo"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_pinterest_300.png"" width=15 height=15></a>  "
"<a href=""https://www.facebook.com/Stock-172325949805556"" target=""_blank"">Stock

<img src=""https://www.bepakt.com/images/logo_stock.png"" height=70 width=70></a>","<img src=""https://www.bepakt.com/images/flags/belgium.gif"" style=""width:20px; padding-right:2px;""> <b>Belgium</b>

<a href=""https://www.google.com/maps/place/Stock/@50.8334779,4.3647501,17z/data=!4m13!1m7!3m6!1s0x47c3c48e46990713:0xb5a1123665109f33!2sFernand+Cocqplein+23,+1050+Elsene,+België!3b1!8m2!3d50.8334745!4d4.3669441!3m4!1s0x47c3c48e46990713:0x1afbd04831688375!8m2!3d50.8334745!4d4.3669441"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_googlemaps_300.png"" width=15 height=15></a> Brussels / Bruxelles [1050]
<i>Fernand Cocqplein 23</i>",14-Nov-2016,"<a href=""https://www.facebook.com/Stock-172325949805556/"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_facebook_300.png"" width=15 height=15></a>"
"<a href=""https://sfusopernatura.jimdo.com"" target=""_blank"">Sfuso per Natura

<img src=""https://bepakt.com/images/logo_sfuso_per_natura.png"" height=70 width=70></a>","<img src=""https://www.bepakt.com/images/flags/italy.gif"" style=""width:20px; padding-right:2px;""> <b>Italy</b>

<a href=""https://www.google.com/maps/place/Sfuso+per+Natura/@44.8947285,11.6044458,17z/data=!3m1!4b1!4m5!3m4!1s0x477e5234a37e0053:0x891c0984d19b16ba!8m2!3d44.8947247!4d11.6066345?dcr=0"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_googlemaps_300.png"" width=15 height=15 ></a> Occhiobello (Rovigo) [45030]
<i>Via Eridania, 258</i>",19-Nov-2016,"<a href=""https://sfusopernatura.jimdo.com"" target=""_blank"">sfusopernatura.jimdo.com</a>
<a href=""mailto:sfusopernatura@gmail.com"">sfusopernatura@gmail.com</a>
+39 340 3598554

<a href=""https://www.facebook.com/sfusopernatura/"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_facebook_300.png"" width=15 height=15></a>  <a href=""https://www.instagram.com/sfusopernatura/"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_instagram_300.png"" width=15 height=15></a>
"
"<a href=""http://kernidee-paderborn.de"" target=""_blank"">Kernidee Paderborn

<img src=""https://www.bepakt.com/images/logo_kernidee_1000.png"" height=70 width=70></a>","<img src=""https://www.bepakt.com/images/flags/germany.gif"" style=""width:20px; padding-right:2px;""> <b>Germany</b>

<a href=""https://www.google.com/maps/place/Kernidee/@51.7281314,8.7701183,17z/data=!3m1!4b1!4m5!3m4!1s0x47ba4cf231231701:0x74b5fc8213298322!8m2!3d51.7281314!4d8.772307?hl=en"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_googlemaps_300.png"" width=15 height=15></a> Paderborn [33100]
<i>Dörener Weg 72</i>

",19-Nov-2016,"<a href=""http://www.kernidee-paderborn.de"" target=""_blank"">www.kernidee-paderborn.de</a>
<a href=""mailto:post@kernidee-paderborn.de"">post@kernidee-paderborn.de</a>"
"<a href=""https://www.facebook.com/Verdesfusogenova/"" target=""_blank"">Verde Sfuso

<img src=""https://bepakt.com/images/logo_verde_sfuso.png"" height=70 width=70></a>","<img src=""https://www.bepakt.com/images/flags/italy.gif"" style=""width:20px; padding-right:2px;""> <b>Italy</b>

<a href=""https://www.google.it/maps/place/Verde+Sfuso/@44.4025789,8.9458654,17z/data=!3m1!4b1!4m5!3m4!1s0x12d343bf3fec0003:0x764f0126e475e6b1!8m2!3d44.4025751!4d8.9480594"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_googlemaps_300.png"" width=15 height=15 ></a> Genova [16129]
<i>Via Rivale, 14r</i>
",25-Nov-2016,"+39 010 455 9735

<a href=""https://www.facebook.com/Verdesfusogenova/"" target=""_blank""><img src=""https://www.bepakt.com/images/icon_facebook_300.png"" width=15 height=15></a>  "
